#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ATM	CDK4	9606.ENSP00000278616	9606.ENSP00000257904	0	0	0	0	0	0.054	0.800	0.696	0.937
ATM	MDM2	9606.ENSP00000278616	9606.ENSP00000258149	0	0	0	0	0.092	0.621	0.750	0.955	0.995
ATM	HUS1	9606.ENSP00000278616	9606.ENSP00000258774	0	0	0	0	0.049	0.108	0.500	0.852	0.928
ATM	TOPBP1	9606.ENSP00000278616	9606.ENSP00000260810	0	0	0	0	0.096	0.534	0.500	0.810	0.954
ATM	NBN	9606.ENSP00000278616	9606.ENSP00000265433	0	0	0	0	0.049	0.989	0.900	0.935	0.999
ATM	PMS2	9606.ENSP00000278616	9606.ENSP00000265849	0	0	0	0	0.062	0	0.540	0.757	0.886
ATM	CDK2	9606.ENSP00000278616	9606.ENSP00000266970	0	0	0	0	0.042	0.054	0.800	0.834	0.966
ATM	TP53	9606.ENSP00000278616	9606.ENSP00000269305	0	0	0	0	0.103	0.928	0.900	0.975	0.999
ATM	ERBB2	9606.ENSP00000278616	9606.ENSP00000269571	0	0	0	0	0	0	0	0.748	0.748
ATM	NOTCH1	9606.ENSP00000278616	9606.ENSP00000498587	0	0	0	0	0.042	0.314	0	0.612	0.723
ATM	NF1	9606.ENSP00000278616	9606.ENSP00000351015	0	0	0	0	0.158	0	0	0.694	0.732
ATM	E2F1	9606.ENSP00000278616	9606.ENSP00000345571	0	0	0	0	0	0.292	0	0.670	0.756
ATM	PLK1	9606.ENSP00000278616	9606.ENSP00000300093	0	0	0	0	0.042	0	0	0.767	0.768
ATM	FANCC	9606.ENSP00000278616	9606.ENSP00000289081	0	0	0	0	0	0	0	0.775	0.775
ATM	LOC102723407	9606.ENSP00000278616	9606.ENSP00000478289	0	0	0	0	0	0	0	0.787	0.787
ATM	CDKN1A	9606.ENSP00000278616	9606.ENSP00000384849	0	0	0	0	0	0	0	0.807	0.807
ATM	XRCC2	9606.ENSP00000278616	9606.ENSP00000352271	0	0	0	0	0.062	0	0.500	0.644	0.818
ATM	CDKN2A	9606.ENSP00000278616	9606.ENSP00000418915	0	0	0	0	0.042	0.053	0	0.845	0.847
ATM	CDC25A	9606.ENSP00000278616	9606.ENSP00000303706	0	0	0	0	0	0.071	0	0.857	0.861
ATM	PMS1	9606.ENSP00000278616	9606.ENSP00000406490	0	0	0	0	0.111	0	0.540	0.692	0.863
ATM	MYC	9606.ENSP00000278616	9606.ENSP00000478887	0	0	0	0	0.060	0.129	0	0.855	0.871
ATM	PARP1	9606.ENSP00000278616	9606.ENSP00000355759	0	0	0	0	0.056	0.292	0	0.828	0.875
ATM	ZNF420	9606.ENSP00000278616	9606.ENSP00000338770	0	0	0	0	0.057	0	0.750	0.532	0.880
ATM	STK11	9606.ENSP00000278616	9606.ENSP00000324856	0	0	0	0	0.074	0.292	0	0.846	0.890
ATM	PTEN	9606.ENSP00000278616	9606.ENSP00000361021	0	0	0	0	0.087	0	0	0.892	0.897
ATM	XPA	9606.ENSP00000278616	9606.ENSP00000364270	0	0	0	0	0	0.292	0.540	0.740	0.908
ATM	RAD9A	9606.ENSP00000278616	9606.ENSP00000311360	0	0	0	0	0	0.473	0.500	0.865	0.961
ATM	PRKDC	9606.ENSP00000278616	9606.ENSP00000313420	0	0	0	0.548	0.158	0.413	0.900	0.489	0.971
ATM	RAD50	9606.ENSP00000278616	9606.ENSP00000368100	0	0	0	0	0.105	0.730	0.900	0.635	0.990
ATM	BLM	9606.ENSP00000278616	9606.ENSP00000347232	0	0	0	0	0.108	0.726	0.800	0.846	0.991
ATM	BRCA2	9606.ENSP00000278616	9606.ENSP00000369497	0	0	0	0	0.048	0.313	0.800	0.971	0.995
ATM	H2AX	9606.ENSP00000278616	9606.ENSP00000434024	0	0	0	0	0	0.876	0.500	0.984	0.998
ATM	CHEK1	9606.ENSP00000278616	9606.ENSP00000391090	0	0	0	0	0.050	0.449	0.900	0.974	0.998
ATM	ATRIP	9606.ENSP00000278616	9606.ENSP00000323099	0	0	0	0	0.042	0.292	0.500	0.995	0.998
ATM	BRCA1	9606.ENSP00000278616	9606.ENSP00000418960	0	0	0	0	0.042	0.847	0.900	0.999	0.999
ATRIP	HUS1	9606.ENSP00000323099	9606.ENSP00000258774	0	0	0	0	0.067	0	0.500	0.949	0.974
ATRIP	TOPBP1	9606.ENSP00000323099	9606.ENSP00000260810	0	0	0	0	0.062	0.710	0.500	0.998	0.999
ATRIP	NBN	9606.ENSP00000323099	9606.ENSP00000265433	0	0	0	0	0.049	0.608	0.500	0.514	0.897
ATRIP	CDK2	9606.ENSP00000323099	9606.ENSP00000266970	0	0	0	0	0.067	0	0.500	0.557	0.775
ATRIP	TP53	9606.ENSP00000323099	9606.ENSP00000269305	0	0	0	0	0	0	0.400	0.744	0.840
ATRIP	CDC25A	9606.ENSP00000323099	9606.ENSP00000303706	0	0	0	0	0.080	0	0.500	0.521	0.760
ATRIP	RAD9A	9606.ENSP00000323099	9606.ENSP00000311360	0	0	0	0	0.081	0	0.500	0.985	0.992
ATRIP	PRKDC	9606.ENSP00000323099	9606.ENSP00000313420	0	0	0	0	0.049	0.292	0	0.963	0.973
ATRIP	BLM	9606.ENSP00000323099	9606.ENSP00000347232	0	0	0	0	0.097	0	0.500	0.399	0.704
ATRIP	BRCA2	9606.ENSP00000323099	9606.ENSP00000369497	0	0	0	0	0.049	0	0.500	0.598	0.792
ATRIP	BRCA1	9606.ENSP00000323099	9606.ENSP00000418960	0	0	0	0	0.074	0.777	0.500	0.761	0.972
ATRIP	CHEK1	9606.ENSP00000323099	9606.ENSP00000391090	0	0	0	0	0.054	0.191	0.700	0.927	0.981
BLM	MLH1	9606.ENSP00000347232	9606.ENSP00000231790	0.045	0	0	0	0.135	0.996	0.500	0.807	0.999
BLM	MSH2	9606.ENSP00000347232	9606.ENSP00000233146	0.047	0	0	0	0.291	0.638	0	0.664	0.907
BLM	CDK4	9606.ENSP00000347232	9606.ENSP00000257904	0	0	0	0	0.085	0.130	0.800	0.150	0.846
BLM	HUS1	9606.ENSP00000347232	9606.ENSP00000258774	0	0	0	0	0.049	0.292	0.500	0.432	0.783
BLM	TOPBP1	9606.ENSP00000347232	9606.ENSP00000260810	0	0	0	0	0.204	0.543	0.500	0.505	0.898
BLM	NBN	9606.ENSP00000347232	9606.ENSP00000265433	0	0	0	0	0.060	0.522	0.500	0.708	0.925
BLM	TP53	9606.ENSP00000347232	9606.ENSP00000269305	0	0	0	0	0.059	0.844	0.400	0.324	0.932
BLM	FANCC	9606.ENSP00000347232	9606.ENSP00000289081	0	0	0	0	0.067	0	0	0.825	0.829
BLM	RAD9A	9606.ENSP00000347232	9606.ENSP00000311360	0	0	0	0	0.087	0.129	0.500	0.408	0.733
BLM	MYC	9606.ENSP00000347232	9606.ENSP00000478887	0	0	0	0	0.055	0.394	0	0.531	0.708
BLM	XRCC2	9606.ENSP00000347232	9606.ENSP00000352271	0	0	0	0	0.170	0.292	0.500	0.367	0.789
BLM	H2AX	9606.ENSP00000347232	9606.ENSP00000434024	0	0	0	0	0.107	0.547	0.500	0.539	0.894
BLM	RAD50	9606.ENSP00000347232	9606.ENSP00000368100	0.052	0	0	0	0.103	0.724	0.500	0.423	0.920
BLM	CHEK1	9606.ENSP00000347232	9606.ENSP00000391090	0	0	0	0	0.440	0.540	0.500	0.538	0.932
BLM	BRCA2	9606.ENSP00000347232	9606.ENSP00000369497	0	0	0	0	0.342	0	0.800	0.551	0.935
BLM	BRCA1	9606.ENSP00000347232	9606.ENSP00000418960	0	0	0	0	0.437	0.691	0.500	0.742	0.974
BRCA1	CCND1	9606.ENSP00000418960	9606.ENSP00000227507	0	0	0	0	0	0.510	0	0.848	0.922
BRCA1	MLH1	9606.ENSP00000418960	9606.ENSP00000231790	0	0	0	0	0.087	0.835	0.540	0.930	0.994
BRCA1	MSH2	9606.ENSP00000418960	9606.ENSP00000233146	0	0	0	0	0.227	0.725	0.540	0.946	0.994
BRCA1	KRAS	9606.ENSP00000418960	9606.ENSP00000256078	0	0	0	0	0	0	0	0.721	0.721
BRCA1	CDK4	9606.ENSP00000418960	9606.ENSP00000257904	0	0	0	0	0.127	0.625	0.800	0.633	0.972
BRCA1	MDM2	9606.ENSP00000418960	9606.ENSP00000258149	0	0	0	0	0	0	0	0.794	0.794
BRCA1	HUS1	9606.ENSP00000418960	9606.ENSP00000258774	0	0	0	0	0.049	0.421	0.500	0.585	0.870
BRCA1	TOPBP1	9606.ENSP00000418960	9606.ENSP00000260810	0	0	0	0	0.280	0.994	0.540	0.900	0.999
BRCA1	PIK3CA	9606.ENSP00000418960	9606.ENSP00000263967	0	0	0	0	0	0	0	0.728	0.728
BRCA1	NBN	9606.ENSP00000418960	9606.ENSP00000265433	0	0	0	0	0.068	0.868	0.540	0.902	0.993
BRCA1	PMS2	9606.ENSP00000418960	9606.ENSP00000265849	0	0	0	0	0.085	0.238	0.540	0.864	0.950
BRCA1	CDK2	9606.ENSP00000418960	9606.ENSP00000266970	0	0	0	0	0.194	0.735	0.500	0.872	0.984
BRCA1	RB1	9606.ENSP00000418960	9606.ENSP00000267163	0	0	0	0	0.070	0.727	0	0.485	0.858
BRCA1	TP53	9606.ENSP00000418960	9606.ENSP00000269305	0	0	0	0	0.067	0.895	0.500	0.999	0.999
BRCA1	ERBB2	9606.ENSP00000418960	9606.ENSP00000269571	0	0	0	0	0	0	0	0.918	0.918
BRCA1	EGFR	9606.ENSP00000418960	9606.ENSP00000275493	0	0	0	0	0	0.103	0	0.786	0.800
BRCA1	FANCC	9606.ENSP00000418960	9606.ENSP00000289081	0	0	0	0	0.152	0.439	0	0.858	0.926
BRCA1	PLK1	9606.ENSP00000418960	9606.ENSP00000300093	0	0	0	0	0.235	0.781	0	0.783	0.960
BRCA1	CDC25A	9606.ENSP00000418960	9606.ENSP00000303706	0	0	0	0	0.236	0	0	0.911	0.929
BRCA1	RAD9A	9606.ENSP00000418960	9606.ENSP00000311360	0	0	0	0	0.074	0.421	0.500	0.656	0.895
BRCA1	PRKDC	9606.ENSP00000418960	9606.ENSP00000313420	0	0	0	0	0.210	0.292	0.540	0.846	0.955
BRCA1	STK11	9606.ENSP00000418960	9606.ENSP00000324856	0	0	0	0	0.069	0	0	0.732	0.740
BRCA1	PGR	9606.ENSP00000418960	9606.ENSP00000325120	0	0	0	0	0	0.512	0	0.928	0.963
BRCA1	E2F1	9606.ENSP00000418960	9606.ENSP00000345571	0	0	0	0	0.140	0.423	0	0.775	0.879
BRCA1	NF1	9606.ENSP00000418960	9606.ENSP00000351015	0	0	0	0	0.074	0.095	0	0.864	0.876
BRCA1	XRCC2	9606.ENSP00000418960	9606.ENSP00000352271	0	0	0	0	0.186	0	0.500	0.897	0.954
BRCA1	PARP1	9606.ENSP00000418960	9606.ENSP00000355759	0	0	0	0	0.085	0.596	0	0.935	0.974
BRCA1	PTEN	9606.ENSP00000418960	9606.ENSP00000361021	0	0	0	0	0.067	0	0	0.816	0.821
BRCA1	XPA	9606.ENSP00000418960	9606.ENSP00000364270	0	0	0	0	0	0	0.540	0.748	0.879
BRCA1	RAD50	9606.ENSP00000418960	9606.ENSP00000368100	0	0	0	0	0.072	0.994	0.540	0.762	0.999
BRCA1	BRCA2	9606.ENSP00000418960	9606.ENSP00000369497	0	0	0	0	0.383	0.896	0.900	0.999	0.999
BRCA1	CDKN1A	9606.ENSP00000418960	9606.ENSP00000384849	0	0	0	0	0	0.292	0	0.742	0.809
BRCA1	CHEK1	9606.ENSP00000418960	9606.ENSP00000391090	0	0	0	0	0.389	0.676	0.500	0.965	0.996
BRCA1	ESR1	9606.ENSP00000418960	9606.ENSP00000405330	0	0	0	0	0	0.904	0	0.995	0.999
BRCA1	PMS1	9606.ENSP00000418960	9606.ENSP00000406490	0	0	0	0	0.080	0	0.540	0.752	0.886
BRCA1	CDKN2A	9606.ENSP00000418960	9606.ENSP00000418915	0	0	0	0	0.045	0.309	0	0.766	0.832
BRCA1	PIK3R1	9606.ENSP00000418960	9606.ENSP00000428056	0	0	0	0	0	0.362	0	0.649	0.766
BRCA1	H2AX	9606.ENSP00000418960	9606.ENSP00000434024	0	0	0	0	0.084	0.900	0.500	0.983	0.999
BRCA1	MYC	9606.ENSP00000418960	9606.ENSP00000478887	0	0	0	0	0.049	0.825	0	0.995	0.999
BRCA2	CCND1	9606.ENSP00000369497	9606.ENSP00000227507	0	0	0	0	0	0.510	0	0.727	0.861
BRCA2	MLH1	9606.ENSP00000369497	9606.ENSP00000231790	0	0	0	0	0.044	0	0.540	0.905	0.954
BRCA2	MSH2	9606.ENSP00000369497	9606.ENSP00000233146	0	0	0	0	0.160	0	0.540	0.925	0.968
BRCA2	KRAS	9606.ENSP00000369497	9606.ENSP00000256078	0	0	0	0	0.044	0	0	0.720	0.721
BRCA2	CDK4	9606.ENSP00000369497	9606.ENSP00000257904	0	0	0	0	0.059	0.046	0.800	0.720	0.943
BRCA2	MDM2	9606.ENSP00000369497	9606.ENSP00000258149	0	0	0	0	0.058	0	0	0.696	0.702
BRCA2	HUS1	9606.ENSP00000369497	9606.ENSP00000258774	0	0	0	0	0.049	0	0.500	0.527	0.755
BRCA2	TOPBP1	9606.ENSP00000369497	9606.ENSP00000260810	0	0	0	0	0.179	0	0.500	0.653	0.845
BRCA2	PIK3CA	9606.ENSP00000369497	9606.ENSP00000263967	0	0	0	0	0.047	0	0	0.811	0.812
BRCA2	NBN	9606.ENSP00000369497	9606.ENSP00000265433	0	0	0	0	0.116	0	0.500	0.795	0.901
BRCA2	PMS2	9606.ENSP00000369497	9606.ENSP00000265849	0	0	0	0	0.049	0.142	0.540	0.875	0.947
BRCA2	CDK2	9606.ENSP00000369497	9606.ENSP00000266970	0	0	0	0	0.088	0.630	0.500	0.718	0.946
BRCA2	TP53	9606.ENSP00000369497	9606.ENSP00000269305	0	0	0	0	0.066	0.828	0	0.974	0.995
BRCA2	ERBB2	9606.ENSP00000369497	9606.ENSP00000269571	0	0	0	0	0	0	0	0.873	0.873
BRCA2	FANCC	9606.ENSP00000369497	9606.ENSP00000289081	0	0	0	0	0.063	0	0	0.917	0.919
BRCA2	PLK1	9606.ENSP00000369497	9606.ENSP00000300093	0	0	0	0	0.180	0.982	0	0.745	0.996
BRCA2	RAD9A	9606.ENSP00000369497	9606.ENSP00000311360	0	0	0	0	0.042	0.136	0.500	0.855	0.931
BRCA2	PRKDC	9606.ENSP00000369497	9606.ENSP00000313420	0	0	0	0	0.092	0	0.540	0.751	0.887
BRCA2	STK11	9606.ENSP00000369497	9606.ENSP00000324856	0	0	0	0	0	0	0	0.830	0.830
BRCA2	PGR	9606.ENSP00000369497	9606.ENSP00000325120	0	0	0	0	0	0	0	0.795	0.795
BRCA2	NF1	9606.ENSP00000369497	9606.ENSP00000351015	0	0	0	0	0.050	0	0	0.748	0.750
BRCA2	XRCC2	9606.ENSP00000369497	9606.ENSP00000352271	0	0	0	0	0.123	0.098	0.500	0.960	0.982
BRCA2	PARP1	9606.ENSP00000369497	9606.ENSP00000355759	0	0	0	0	0.060	0.621	0.400	0.942	0.985
BRCA2	PTEN	9606.ENSP00000369497	9606.ENSP00000361021	0	0	0	0	0	0	0	0.877	0.877
BRCA2	XPA	9606.ENSP00000369497	9606.ENSP00000364270	0	0	0	0	0	0	0.540	0.596	0.806
BRCA2	RAD50	9606.ENSP00000369497	9606.ENSP00000368100	0	0	0	0	0.118	0.292	0.500	0.321	0.759
BRCA2	ESR1	9606.ENSP00000369497	9606.ENSP00000405330	0	0	0	0	0	0	0	0.723	0.723
BRCA2	MYC	9606.ENSP00000369497	9606.ENSP00000478887	0	0	0	0	0.062	0	0	0.754	0.759
BRCA2	CDKN2A	9606.ENSP00000369497	9606.ENSP00000418915	0	0	0	0	0.043	0	0	0.805	0.806
BRCA2	PMS1	9606.ENSP00000369497	9606.ENSP00000406490	0	0	0	0	0.056	0.142	0.540	0.629	0.843
BRCA2	CHEK1	9606.ENSP00000369497	9606.ENSP00000391090	0	0	0	0	0.195	0.292	0.750	0.774	0.963
BRCA2	H2AX	9606.ENSP00000369497	9606.ENSP00000434024	0	0	0	0	0.062	0.510	0.500	0.900	0.973
CCND1	PIK3CA	9606.ENSP00000227507	9606.ENSP00000263967	0	0	0	0	0	0	0	0.704	0.704
CCND1	PARP1	9606.ENSP00000227507	9606.ENSP00000355759	0	0	0	0	0.045	0	0	0.722	0.724
CCND1	PLK1	9606.ENSP00000227507	9606.ENSP00000300093	0	0	0	0	0.067	0.071	0	0.710	0.727
CCND1	H2AX	9606.ENSP00000227507	9606.ENSP00000434024	0	0	0	0	0.066	0	0.500	0.479	0.735
CCND1	HRAS	9606.ENSP00000227507	9606.ENSP00000407586	0	0	0	0	0.077	0.071	0	0.728	0.747
CCND1	PGR	9606.ENSP00000227507	9606.ENSP00000325120	0	0	0	0	0.055	0.516	0	0.666	0.834
CCND1	KRAS	9606.ENSP00000227507	9606.ENSP00000256078	0	0	0	0	0.058	0.101	0	0.821	0.835
CCND1	EGFR	9606.ENSP00000227507	9606.ENSP00000275493	0	0	0	0	0.141	0.106	0	0.809	0.841
CCND1	PTEN	9606.ENSP00000227507	9606.ENSP00000361021	0	0	0	0	0.070	0	0	0.850	0.855
CCND1	NOTCH1	9606.ENSP00000227507	9606.ENSP00000498587	0	0	0	0	0.103	0	0.500	0.800	0.902
CCND1	ERBB2	9606.ENSP00000227507	9606.ENSP00000269571	0	0	0	0	0.084	0.301	0	0.862	0.904
CCND1	LOC102723407	9606.ENSP00000227507	9606.ENSP00000478289	0	0	0	0	0	0	0	0.909	0.909
CCND1	MDM2	9606.ENSP00000227507	9606.ENSP00000258149	0	0	0	0	0.055	0.292	0	0.898	0.926
CCND1	E2F1	9606.ENSP00000227507	9606.ENSP00000345571	0	0	0	0	0.062	0.068	0.500	0.876	0.938
CCND1	TP53	9606.ENSP00000227507	9606.ENSP00000269305	0	0	0	0	0	0.292	0	0.928	0.946
CCND1	MYC	9606.ENSP00000227507	9606.ENSP00000478887	0	0	0	0	0.067	0	0.400	0.950	0.969
CCND1	CDC25A	9606.ENSP00000227507	9606.ENSP00000303706	0	0	0	0	0.075	0	0.900	0.704	0.970
CCND1	ESR1	9606.ENSP00000227507	9606.ENSP00000405330	0	0	0	0	0.069	0.625	0.750	0.971	0.997
CCND1	RB1	9606.ENSP00000227507	9606.ENSP00000267163	0	0	0	0	0	0.932	0.900	0.831	0.998
CCND1	CDKN2A	9606.ENSP00000227507	9606.ENSP00000418915	0	0	0	0	0	0.726	0.900	0.946	0.998
CCND1	CDK2	9606.ENSP00000227507	9606.ENSP00000266970	0	0	0	0	0.135	0.901	0.800	0.998	0.999
CCND1	CDKN1B	9606.ENSP00000227507	9606.ENSP00000228872	0	0	0	0	0.098	0.991	0.900	0.992	0.999
CCND1	CDK4	9606.ENSP00000227507	9606.ENSP00000257904	0	0	0	0	0.131	0.999	0.900	0.999	0.999
CCND1	CDKN1A	9606.ENSP00000227507	9606.ENSP00000384849	0	0	0	0	0.118	0.996	0.900	0.995	0.999
CDC25A	CDKN1B	9606.ENSP00000303706	9606.ENSP00000228872	0	0	0	0	0.110	0	0.500	0.622	0.817
CDC25A	CDK4	9606.ENSP00000303706	9606.ENSP00000257904	0	0	0	0	0.142	0.304	0.900	0.696	0.979
CDC25A	CDK2	9606.ENSP00000303706	9606.ENSP00000266970	0	0	0	0	0.198	0.742	0.900	0.933	0.998
CDC25A	TP53	9606.ENSP00000303706	9606.ENSP00000269305	0	0	0	0	0.067	0	0	0.858	0.861
CDC25A	PLK1	9606.ENSP00000303706	9606.ENSP00000300093	0	0	0	0	0.318	0.139	0.900	0.637	0.975
CDC25A	H2AX	9606.ENSP00000303706	9606.ENSP00000434024	0	0	0	0	0.229	0.052	0	0.706	0.766
CDC25A	CDKN1A	9606.ENSP00000303706	9606.ENSP00000384849	0	0	0	0	0.110	0.115	0.500	0.657	0.847
CDC25A	E2F1	9606.ENSP00000303706	9606.ENSP00000345571	0	0	0	0	0.284	0	0.500	0.762	0.907
CDC25A	MYC	9606.ENSP00000303706	9606.ENSP00000478887	0	0	0	0	0.088	0.053	0.750	0.797	0.950
CDC25A	CHEK1	9606.ENSP00000303706	9606.ENSP00000391090	0	0	0	0	0.473	0.903	0.900	0.944	0.999
CDK2	CDKN1B	9606.ENSP00000266970	9606.ENSP00000228872	0	0	0	0	0.085	0.999	0.900	0.999	0.999
CDK2	MLH1	9606.ENSP00000266970	9606.ENSP00000231790	0	0.018	0	0	0.083	0.071	0.500	0.447	0.733
CDK2	CDK4	9606.ENSP00000266970	9606.ENSP00000257904	0	0	0.084	0.908	0.138	0	0.900	0.983	0.998
CDK2	MDM2	9606.ENSP00000266970	9606.ENSP00000258149	0	0	0	0	0	0	0.400	0.759	0.849
CDK2	NBN	9606.ENSP00000266970	9606.ENSP00000265433	0	0	0	0	0.067	0.292	0.500	0.529	0.823
CDK2	PARP1	9606.ENSP00000266970	9606.ENSP00000355759	0	0	0	0	0.116	0.075	0	0.668	0.705
CDK2	ESR1	9606.ENSP00000266970	9606.ENSP00000405330	0	0	0	0	0	0.294	0	0.612	0.714
CDK2	PLK1	9606.ENSP00000266970	9606.ENSP00000300093	0	0	0	0.628	0.368	0.150	0	0.558	0.742
