#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABL1	KITLG	9606.ENSP00000361423	9606.ENSP00000495951	0	0	0	0	0	0	0	0.702	0.702
ABL1	FBXW7	9606.ENSP00000361423	9606.ENSP00000474725	0	0	0	0	0	0.091	0	0.703	0.718
ABL1	BCL2L1	9606.ENSP00000361423	9606.ENSP00000365230	0	0	0	0	0.055	0.292	0	0.618	0.722
ABL1	YWHAZ	9606.ENSP00000361423	9606.ENSP00000379287	0	0	0	0	0.067	0.661	0	0.235	0.737
ABL1	SOS1	9606.ENSP00000361423	9606.ENSP00000384675	0	0	0	0	0.060	0.323	0	0.631	0.745
ABL1	SOCS1	9606.ENSP00000361423	9606.ENSP00000496577	0	0	0	0	0.109	0.450	0	0.544	0.757
ABL1	CDKN2A	9606.ENSP00000361423	9606.ENSP00000418915	0	0	0	0	0	0.095	0	0.749	0.763
ABL1	VAV1	9606.ENSP00000361423	9606.ENSP00000472929	0	0	0	0.554	0.134	0.510	0	0.493	0.766
ABL1	CDC42	9606.ENSP00000361423	9606.ENSP00000497733	0	0	0	0	0.074	0.110	0.500	0.532	0.781
ABL1	HRAS	9606.ENSP00000361423	9606.ENSP00000407586	0	0	0	0	0.081	0.110	0	0.755	0.782
ABL1	MYC	9606.ENSP00000361423	9606.ENSP00000478887	0	0	0	0	0.087	0.045	0	0.774	0.785
ABL1	GRB10	9606.ENSP00000361423	9606.ENSP00000493728	0	0	0	0	0.042	0.329	0	0.700	0.790
ABL1	PIK3R1	9606.ENSP00000361423	9606.ENSP00000428056	0	0	0	0.551	0.062	0.793	0	0.203	0.832
ABL1	SH3BP2	9606.ENSP00000361423	9606.ENSP00000424846	0	0	0	0	0.042	0.077	0	0.841	0.847
ABL1	BCAR1	9606.ENSP00000361423	9606.ENSP00000391669	0	0	0	0	0.104	0.524	0	0.690	0.856
ABL1	NCK1	9606.ENSP00000361423	9606.ENSP00000417273	0	0	0	0.606	0	0.778	0	0.460	0.875
ABL1	CDKN1A	9606.ENSP00000361423	9606.ENSP00000384849	0	0	0	0	0.105	0.296	0.400	0.716	0.878
ABL1	YAP1	9606.ENSP00000361423	9606.ENSP00000478927	0	0	0	0	0.073	0.314	0.750	0.370	0.886
ABL1	TP73	9606.ENSP00000361423	9606.ENSP00000367545	0	0	0	0	0	0.785	0	0.594	0.909
ABL1	SHC3	9606.ENSP00000361423	9606.ENSP00000364995	0	0	0	0	0	0.073	0.900	0.133	0.912
ABL1	RAD51	9606.ENSP00000361423	9606.ENSP00000493712	0	0	0	0	0	0.642	0	0.772	0.915
ABL1	EPHB1	9606.ENSP00000361423	9606.ENSP00000381097	0	0	0	0.626	0.074	0.043	0.900	0.412	0.940
ABL1	CTNNB1	9606.ENSP00000361423	9606.ENSP00000495360	0	0	0	0	0.095	0.539	0.500	0.785	0.949
ABL1	BRCA1	9606.ENSP00000361423	9606.ENSP00000418960	0	0	0	0	0	0.483	0.500	0.847	0.956
ABL1	NTRK1	9606.ENSP00000361423	9606.ENSP00000431418	0	0	0	0.642	0	0.510	0.900	0.212	0.958
ABL1	ABL2	9606.ENSP00000361423	9606.ENSP00000427562	0	0	0.068	0.936	0.062	0.531	0.900	0.627	0.981
ABL1	SHC1	9606.ENSP00000361423	9606.ENSP00000401303	0	0	0	0.555	0.141	0.610	0.900	0.776	0.991
ABL1	GRB2	9606.ENSP00000361423	9606.ENSP00000376345	0	0	0	0.748	0.083	0.846	0.900	0.973	0.999
ABL2	FLT3	9606.ENSP00000427562	9606.ENSP00000241453	0	0	0	0.601	0.095	0.316	0.500	0.175	0.710
ABL2	RAC2	9606.ENSP00000427562	9606.ENSP00000249071	0	0	0	0	0.082	0.222	0.900	0.093	0.926
ABL2	EGFR	9606.ENSP00000427562	9606.ENSP00000275493	0	0	0.125	0.591	0.047	0.709	0	0.208	0.782
ABL2	CRK	9606.ENSP00000427562	9606.ENSP00000300574	0	0	0	0.585	0.060	0.790	0.900	0.582	0.990
ABL2	RAC3	9606.ENSP00000427562	9606.ENSP00000304283	0	0	0	0	0.082	0.222	0.900	0.093	0.926
ABL2	RIN1	9606.ENSP00000427562	9606.ENSP00000310406	0	0	0	0	0	0.625	0.900	0.611	0.984
ABL2	CRKL	9606.ENSP00000427562	9606.ENSP00000346300	0	0	0	0.595	0	0.192	0.900	0.575	0.962
ABL2	ABL1	9606.ENSP00000427562	9606.ENSP00000361423	0	0	0.068	0.936	0.062	0.531	0.900	0.627	0.981
ABRAXAS1	BARD1	9606.ENSP00000369857	9606.ENSP00000260947	0	0	0	0	0.042	0.994	0.900	0.993	0.999
ABRAXAS1	PALB2	9606.ENSP00000369857	9606.ENSP00000261584	0	0	0	0	0.050	0	0	0.699	0.701
ABRAXAS1	NBN	9606.ENSP00000369857	9606.ENSP00000265433	0	0	0	0	0	0	0.500	0.566	0.773
ABRAXAS1	ATM	9606.ENSP00000369857	9606.ENSP00000278616	0	0	0	0	0.058	0	0.500	0.582	0.785
ABRAXAS1	RNF168	9606.ENSP00000369857	9606.ENSP00000320898	0	0	0	0	0	0	0.500	0.570	0.776
ABRAXAS1	MRE11	9606.ENSP00000369857	9606.ENSP00000325863	0	0	0	0	0.067	0	0.500	0.691	0.843
ABRAXAS1	RAD51C	9606.ENSP00000369857	9606.ENSP00000336701	0	0	0	0	0.050	0	0	0.712	0.714
ABRAXAS1	BABAM2	9606.ENSP00000369857	9606.ENSP00000343412	0	0	0	0	0	0.994	0.900	0.997	0.999
ABRAXAS1	BABAM1	9606.ENSP00000369857	9606.ENSP00000352408	0	0	0	0	0	0.994	0.900	0.997	0.999
ABRAXAS1	BRCC3	9606.ENSP00000369857	9606.ENSP00000358474	0	0	0	0	0.042	0.997	0.900	0.998	0.999
ABRAXAS1	RNF8	9606.ENSP00000369857	9606.ENSP00000362578	0	0	0	0	0	0	0.500	0.705	0.846
ABRAXAS1	MDC1	9606.ENSP00000369857	9606.ENSP00000365588	0	0	0	0	0	0.443	0.500	0.748	0.923
ABRAXAS1	BRCA2	9606.ENSP00000369857	9606.ENSP00000369497	0	0	0	0	0.048	0	0	0.754	0.755
ABRAXAS1	RAD51D-2	9606.ENSP00000369857	9606.ENSP00000466834	0	0	0	0	0	0	0	0.706	0.706
ABRAXAS1	RAD51D	9606.ENSP00000369857	9606.ENSP00000466399	0	0	0	0	0.066	0	0	0.712	0.719
ABRAXAS1	RAD51	9606.ENSP00000369857	9606.ENSP00000493712	0	0	0	0	0.049	0.191	0	0.671	0.724
ABRAXAS1	SUMO2	9606.ENSP00000369857	9606.ENSP00000405965	0	0	0	0	0.047	0.510	0.500	0.125	0.768
ABRAXAS1	H2AX	9606.ENSP00000369857	9606.ENSP00000434024	0	0	0	0	0	0	0.500	0.574	0.777
ABRAXAS1	TP53BP1	9606.ENSP00000369857	9606.ENSP00000371475	0	0	0	0	0.044	0.330	0.500	0.419	0.789
ABRAXAS1	CHEK2	9606.ENSP00000369857	9606.ENSP00000372023	0	0	0	0	0.048	0	0.500	0.595	0.790
ABRAXAS1	RBBP8	9606.ENSP00000369857	9606.ENSP00000382628	0	0	0	0	0.049	0.292	0.500	0.729	0.896
ABRAXAS1	UIMC1	9606.ENSP00000369857	9606.ENSP00000421926	0	0	0	0	0	0.994	0.900	0.999	0.999
ABRAXAS1	BRCA1	9606.ENSP00000369857	9606.ENSP00000418960	0	0	0	0	0.056	0.994	0.900	0.997	0.999
ABRAXAS2	TP53	9606.ENSP00000298492	9606.ENSP00000269305	0	0	0	0	0	0.618	0	0.475	0.790
ABRAXAS2	BRCA1	9606.ENSP00000298492	9606.ENSP00000418960	0	0	0	0	0	0.047	0	0.813	0.814
ABRAXAS2	USP7	9606.ENSP00000298492	9606.ENSP00000343535	0	0	0	0	0.056	0.596	0	0.625	0.844
ABRAXAS2	UIMC1	9606.ENSP00000298492	9606.ENSP00000421926	0	0	0	0	0.114	0.332	0	0.831	0.891
ABRAXAS2	BRCC3	9606.ENSP00000298492	9606.ENSP00000358474	0	0	0	0	0.101	0.991	0.900	0.992	0.999
ABRAXAS2	BABAM2	9606.ENSP00000298492	9606.ENSP00000343412	0	0	0	0	0.098	0.987	0.900	0.993	0.999
ABRAXAS2	BABAM1	9606.ENSP00000298492	9606.ENSP00000352408	0	0	0	0	0.067	0.977	0.900	0.992	0.999
ACIN1	SRPK1	9606.ENSP00000262710	9606.ENSP00000362931	0	0	0	0	0.067	0.658	0	0.153	0.706
ACIN1	SRPK2	9606.ENSP00000262710	9606.ENSP00000377262	0	0	0	0	0.055	0.761	0	0.308	0.830
ACIN1	CASP3	9606.ENSP00000262710	9606.ENSP00000311032	0	0	0	0	0.047	0.068	0.750	0.553	0.887
ACKR3	EGFR	9606.ENSP00000272928	9606.ENSP00000275493	0	0	0	0	0	0.048	0	0.767	0.768
ACKR3	IGHV3-16	9606.ENSP00000272928	9606.ENSP00000478725	0	0	0	0	0	0.900	0	0	0.900
ACKR3	CXCR4	9606.ENSP00000272928	9606.ENSP00000386884	0	0	0	0.785	0.074	0.788	0.900	0.850	0.996
ACKR3	CXCL12	9606.ENSP00000272928	9606.ENSP00000379140	0	0	0	0	0.076	0.900	0.900	0.997	0.999
ACTB	VCL	9606.ENSP00000494750	9606.ENSP00000211998	0	0	0	0	0.100	0.105	0.900	0.826	0.984
ACTB	SIRT1	9606.ENSP00000494750	9606.ENSP00000212015	0	0	0	0	0	0.294	0	0.715	0.790
ACTB	MAPK1	9606.ENSP00000494750	9606.ENSP00000215832	0	0.002	0	0	0.097	0.087	0	0.740	0.767
ACTB	TGFB1	9606.ENSP00000494750	9606.ENSP00000221930	0	0	0	0	0.059	0	0	0.769	0.773
ACTB	WASL	9606.ENSP00000494750	9606.ENSP00000223023	0	0	0	0	0.046	0.492	0.900	0.630	0.979
ACTB	RPS6KB1	9606.ENSP00000494750	9606.ENSP00000225577	0	0	0	0	0.042	0.062	0	0.734	0.740
ACTB	NFKB1	9606.ENSP00000494750	9606.ENSP00000226574	0	0	0	0	0.054	0.208	0	0.712	0.766
ACTB	CCND1	9606.ENSP00000494750	9606.ENSP00000227507	0	0	0	0	0.062	0	0	0.807	0.811
ACTB	IFNG	9606.ENSP00000494750	9606.ENSP00000229135	0	0	0	0	0	0.143	0	0.771	0.795
ACTB	SNAI1	9606.ENSP00000494750	9606.ENSP00000244050	0	0	0	0	0	0	0	0.726	0.726
ACTB	H4C6	9606.ENSP00000494750	9606.ENSP00000244537	0	0	0	0	0.054	0.867	0.400	0.690	0.973
ACTB	ACTN4	9606.ENSP00000494750	9606.ENSP00000252699	0	0	0	0	0.124	0.249	0.900	0.621	0.971
ACTB	H3-3B	9606.ENSP00000494750	9606.ENSP00000254810	0	0.001	0	0	0.103	0.819	0	0.784	0.962
ACTB	CCNB1	9606.ENSP00000494750	9606.ENSP00000256442	0	0	0	0	0.260	0.103	0	0.727	0.803
ACTB	CDK4	9606.ENSP00000494750	9606.ENSP00000257904	0	0.005	0	0	0.093	0.068	0	0.687	0.712
ACTB	CDH1	9606.ENSP00000494750	9606.ENSP00000261769	0	0	0	0	0.061	0.069	0	0.824	0.833
ACTB	SMAD2	9606.ENSP00000494750	9606.ENSP00000262160	0	0	0	0	0.085	0.045	0	0.698	0.713
ACTB	YY1	9606.ENSP00000494750	9606.ENSP00000262238	0	0	0	0	0.056	0.315	0.800	0.432	0.916
ACTB	MAPK3	9606.ENSP00000494750	9606.ENSP00000263025	0	0.002	0	0	0.085	0.087	0	0.828	0.844
ACTB	EP300	9606.ENSP00000494750	9606.ENSP00000263253	0	0	0	0	0.047	0.162	0.500	0.510	0.778
ACTB	IL1B	9606.ENSP00000494750	9606.ENSP00000263341	0	0	0	0	0	0	0	0.847	0.847
ACTB	FGF2	9606.ENSP00000494750	9606.ENSP00000264498	0	0	0	0	0	0	0	0.725	0.725
ACTB	STAT3	9606.ENSP00000494750	9606.ENSP00000264657	0	0	0	0	0.084	0	0	0.789	0.798
ACTB	EGF	9606.ENSP00000494750	9606.ENSP00000265171	0	0	0	0	0	0	0	0.778	0.778
ACTB	PIP5K1B	9606.ENSP00000494750	9606.ENSP00000265382	0	0	0	0	0.048	0.058	0.900	0.130	0.911
ACTB	CDK2	9606.ENSP00000494750	9606.ENSP00000266970	0	0.005	0	0	0.086	0.101	0	0.794	0.816
ACTB	RB1	9606.ENSP00000494750	9606.ENSP00000267163	0	0	0	0	0.056	0	0.540	0.526	0.776
ACTB	CDH2	9606.ENSP00000494750	9606.ENSP00000269141	0	0	0	0	0	0.069	0	0.778	0.784
ACTB	TP53	9606.ENSP00000494750	9606.ENSP00000269305	0	0	0	0	0.077	0.223	0	0.845	0.879
ACTB	ERBB2	9606.ENSP00000494750	9606.ENSP00000269571	0	0	0	0	0	0.292	0	0.908	0.932
ACTB	EGFR	9606.ENSP00000494750	9606.ENSP00000275493	0	0	0	0	0.042	0.402	0	0.741	0.839
ACTB	PPARG	9606.ENSP00000494750	9606.ENSP00000287820	0	0	0	0	0	0.047	0.900	0.722	0.971
ACTB	ITGA2	9606.ENSP00000494750	9606.ENSP00000296585	0	0	0	0	0.056	0	0.650	0.611	0.860
ACTB	HSPA4	9606.ENSP00000494750	9606.ENSP00000302961	0	0	0	0	0.054	0.069	0	0.707	0.720
ACTB	INSR	9606.ENSP00000494750	9606.ENSP00000303830	0	0	0	0	0.073	0.524	0	0.428	0.726
ACTB	CTNNA1	9606.ENSP00000494750	9606.ENSP00000304669	0	0	0	0	0.072	0.108	0.900	0.550	0.957
ACTB	FOS	9606.ENSP00000494750	9606.ENSP00000306245	0	0	0	0	0.085	0.053	0	0.705	0.722
ACTB	CASP3	9606.ENSP00000494750	9606.ENSP00000311032	0	0	0	0	0.042	0.095	0.900	0.893	0.989
ACTB	BAIAP2	9606.ENSP00000494750	9606.ENSP00000316338	0	0	0	0	0.042	0.461	0.900	0.166	0.951
ACTB	EZH2	9606.ENSP00000494750	9606.ENSP00000320147	0	0	0	0	0.068	0.301	0	0.579	0.702
ACTB	ARID1A	9606.ENSP00000494750	9606.ENSP00000320485	0	0	0	0	0.064	0.883	0.800	0.825	0.995
ACTB	SOX2	9606.ENSP00000494750	9606.ENSP00000323588	0	0	0	0	0	0	0	0.704	0.704
ACTB	GSK3B	9606.ENSP00000494750	9606.ENSP00000324806	0	0	0	0	0.080	0.070	0.400	0.737	0.847
ACTB	MORF4L1	9606.ENSP00000494750	9606.ENSP00000331310	0	0	0	0	0.119	0.348	0.900	0.119	0.942
ACTB	H2AC20	9606.ENSP00000494750	9606.ENSP00000332194	0	0	0	0	0	0.127	0.400	0.629	0.789
ACTB	SMAD3	9606.ENSP00000494750	9606.ENSP00000332973	0	0	0	0	0.067	0.294	0	0.665	0.760
ACTB	H3C13	9606.ENSP00000494750	9606.ENSP00000333277	0	0.001	0	0	0.079	0.135	0	0.783	0.812
ACTB	HSP90AA1	9606.ENSP00000494750	9606.ENSP00000335153	0	0	0	0	0.142	0.270	0	0.952	0.967
ACTB	EZR	9606.ENSP00000494750	9606.ENSP00000338934	0	0	0	0	0.087	0.126	0.900	0.814	0.983
ACTB	CAV1	9606.ENSP00000494750	9606.ENSP00000339191	0	0	0	0	0.085	0.469	0.400	0.608	0.870
ACTB	KAT5	9606.ENSP00000494750	9606.ENSP00000340330	0	0	0	0	0.059	0.578	0.900	0.536	0.979
ACTB	SMARCA4	9606.ENSP00000494750	9606.ENSP00000343896	0	0	0	0	0.062	0.982	0.650	0.876	0.999
ACTB	FN1	9606.ENSP00000494750	9606.ENSP00000346839	0	0	0	0	0.043	0.045	0	0.886	0.886
ACTB	TJP1	9606.ENSP00000494750	9606.ENSP00000348416	0	0	0	0	0.042	0.333	0.900	0.797	0.985
ACTB	RAC1	9606.ENSP00000494750	9606.ENSP00000348461	0	0	0	0	0.182	0.259	0.500	0.484	0.823
ACTB	CASP8	9606.ENSP00000494750	9606.ENSP00000351273	0	0	0	0	0.042	0.094	0	0.766	0.779
ACTB	H3C12	9606.ENSP00000494750	9606.ENSP00000352252	0	0.001	0	0	0.079	0.819	0	0.783	0.960
ACTB	DNMT1	9606.ENSP00000494750	9606.ENSP00000352516	0	0	0	0	0.056	0.300	0	0.601	0.714
ACTB	MSN	9606.ENSP00000494750	9606.ENSP00000353408	0	0	0	0	0.132	0.141	0.900	0.712	0.975
ACTB	MTOR	9606.ENSP00000494750	9606.ENSP00000354558	0	0.024	0	0	0.055	0.052	0	0.746	0.752
ACTB	BECN1	9606.ENSP00000494750	9606.ENSP00000355231	0	0	0	0	0.060	0	0	0.780	0.785
ACTB	H3-4	9606.ENSP00000494750	9606.ENSP00000355657	0	0.001	0	0	0.079	0.135	0	0.783	0.812
ACTB	PARP1	9606.ENSP00000494750	9606.ENSP00000355759	0	0	0	0	0.054	0	0	0.792	0.794
ACTB	AFDN	9606.ENSP00000494750	9606.ENSP00000355771	0	0	0	0	0	0	0.900	0.598	0.958
ACTB	PTGS2	9606.ENSP00000494750	9606.ENSP00000356438	0	0	0	0	0	0	0	0.728	0.728
ACTB	PIP5K1A	9606.ENSP00000494750	9606.ENSP00000357883	0	0	0	0	0.048	0.058	0.900	0.170	0.915
ACTB	MCL1	9606.ENSP00000494750	9606.ENSP00000358022	0	0	0	0	0.099	0.292	0	0.666	0.768
ACTB	H2AC18	9606.ENSP00000494750	9606.ENSP00000358155	0	0	0	0	0.044	0.127	0.400	0.629	0.789
ACTB	JUN	9606.ENSP00000494750	9606.ENSP00000360266	0	0	0	0	0.048	0.150	0	0.779	0.806
ACTB	HSP90AB1	9606.ENSP00000494750	9606.ENSP00000360609	0	0	0	0	0.187	0.270	0	0.863	0.911
ACTB	PTEN	9606.ENSP00000494750	9606.ENSP00000361021	0	0	0	0	0.047	0	0	0.719	0.720
ACTB	MMP9	9606.ENSP00000494750	9606.ENSP00000361405	0	0	0	0	0.049	0	0	0.776	0.778
ACTB	HDAC1	9606.ENSP00000494750	9606.ENSP00000362649	0	0	0	0	0.073	0.094	0	0.743	0.766
ACTB	SRC	9606.ENSP00000494750	9606.ENSP00000362680	0	0	0	0	0.085	0.215	0	0.710	0.774
ACTB	OGT	9606.ENSP00000494750	9606.ENSP00000362824	0	0	0	0	0.049	0	0.720	0.284	0.792
ACTB	TLR4	9606.ENSP00000494750	9606.ENSP00000363089	0	0	0	0	0.043	0.095	0	0.729	0.745
ACTB	BCL2L1	9606.ENSP00000494750	9606.ENSP00000365230	0	0	0	0	0.061	0.082	0	0.770	0.784
ACTB	WAS	9606.ENSP00000494750	9606.ENSP00000365891	0	0	0	0	0.087	0.284	0.900	0.387	0.954
ACTB	GRB2	9606.ENSP00000494750	9606.ENSP00000376345	0	0	0	0	0.082	0.363	0.500	0.440	0.814
ACTB	ACTN1	9606.ENSP00000494750	9606.ENSP00000377941	0	0	0	0	0.134	0.402	0.900	0.760	0.985
ACTB	YWHAZ	9606.ENSP00000494750	9606.ENSP00000379287	0	0	0.256	0	0.377	0.155	0	0.772	0.899
ACTB	ITGB1	9606.ENSP00000494750	9606.ENSP00000379350	0	0	0	0	0.084	0.077	0.900	0.835	0.984
ACTB	ILK	9606.ENSP00000494750	9606.ENSP00000379975	0	0	0	0	0.115	0.092	0.900	0.471	0.951
ACTB	GAPDH	9606.ENSP00000494750	9606.ENSP00000380070	0	0	0	0	0.605	0.230	0	0.925	0.975
ACTB	INS	9606.ENSP00000494750	9606.ENSP00000380432	0	0	0	0	0	0	0	0.801	0.801
ACTB	BCL2	9606.ENSP00000494750	9606.ENSP00000381185	0	0	0	0	0	0.071	0	0.881	0.885
ACTB	CDKN1A	9606.ENSP00000494750	9606.ENSP00000384849	0	0	0	0	0.067	0.073	0	0.691	0.709
ACTB	IL6	9606.ENSP00000494750	9606.ENSP00000385675	0	0	0	0	0	0	0	0.847	0.847
ACTB	MORF4L2	9606.ENSP00000494750	9606.ENSP00000394417	0	0	0	0	0.054	0.348	0.800	0.123	0.877
ACTB	CD44	9606.ENSP00000494750	9606.ENSP00000398632	0	0	0	0	0.083	0	0	0.715	0.728
ACTB	TNF	9606.ENSP00000494750	9606.ENSP00000398698	0	0	0	0	0	0.182	0	0.821	0.847
ACTB	RHOA	9606.ENSP00000494750	9606.ENSP00000400175	0	0	0	0	0.426	0.070	0.900	0.646	0.978
ACTB	ESR1	9606.ENSP00000494750	9606.ENSP00000405330	0	0	0	0	0	0.571	0	0.882	0.947
ACTB	PRKCA	9606.ENSP00000494750	9606.ENSP00000408695	0	0	0	0	0.047	0.162	0.900	0.507	0.955
ACTB	IL10	9606.ENSP00000494750	9606.ENSP00000412237	0	0	0	0	0	0	0	0.729	0.729
ACTB	BDNF	9606.ENSP00000494750	9606.ENSP00000414303	0	0	0	0	0.055	0	0	0.706	0.710
ACTB	H2AX	9606.ENSP00000494750	9606.ENSP00000434024	0	0	0	0	0.073	0.389	0	0.598	0.753
ACTB	HIF1A	9606.ENSP00000494750	9606.ENSP00000437955	0	0	0	0	0.067	0	0	0.781	0.787
ACTB	UBC	9606.ENSP00000494750	9606.ENSP00000441543	0	0	0	0	0.555	0.127	0	0.587	0.825
ACTB	AKT1	9606.ENSP00000494750	9606.ENSP00000451828	0	0	0	0	0.105	0.313	0	0.885	0.923
ACTB	COX4I1	9606.ENSP00000494750	9606.ENSP00000457513	0	0	0	0	0.102	0.143	0	0.717	0.763
ACTB	PIP5K1C	9606.ENSP00000494750	9606.ENSP00000466363	0	0	0	0	0.053	0.058	0.900	0.165	0.915
